property_type,state,region,city,neighborhood,price_source,base_price_m2,area_m2,bedrooms,bathrooms,floor,parking_spaces,neighborhood_score,condo_fee,age_years,distance_to_center_km
apartment,PE,Nordeste,Recife,Zona Norte,FipeZAP,8615.0,81,3,2,30,1,5.9,872.01,10,13.71
apartment,PE,Nordeste,Recife,Zona Sul,FipeZAP,8615.0,120,3,3,27,0,9.7,1037.91,1,11.62
apartment,PB,Nordeste,João Pessoa,Região Residencial,FipeZAP,8081.0,73,3,3,10,0,8.2,985.34,2,4.83
apartment,MG,Sudeste,Belo Horizonte,Centro,FipeZAP,10663.0,38,1,1,35,2,8.9,497.98,8,3.22
apartment,PR,Sul,Curitiba,Região Periférica,FipeZAP,11694.0,172,4,4,7,2,6.4,1564.27,15,27.99
house,PR,Sul,Curitiba,Região Periférica,FipeZAP,11694.0,310,3,2,0,0,4.3,1014.64,10,11.9
apartment,DF,Centro-Oeste,Brasília,Região Periférica,FipeZAP,10090.0,85,2,2,7,2,6.7,1009.04,37,19.63
apartment,SE,Nordeste,Aracaju,Zona Norte,FipeZAP,5529.0,209,5,5,32,0,7.0,2318.51,11,16.93
apartment,RS,Sul,Porto Alegre,Zona Sul,FipeZAP,7579.0,52,2,2,1,1,9.2,843.12,21,6.6
apartment,AC,Norte,Rio Branco,Área Nobre,estimated_regional_proxy,5200.0,184,3,3,7,1,8.6,2794.77,24,5.82
apartment,PI,Nordeste,Teresina,Região Residencial,FipeZAP,5857.0,163,4,5,7,1,7.1,1295.02,30,10.94
apartment,PB,Nordeste,João Pessoa,Centro,FipeZAP,8081.0,75,2,3,3,2,7.5,652.16,17,2.87
house,MA,Nordeste,São Luís,Região Comercial,FipeZAP,8627.0,81,3,4,0,0,7.2,253.76,8,3.1
apartment,TO,Norte,Palmas,Região Periférica,estimated_regional_proxy,5900.0,188,4,5,2,2,4.9,1998.67,34,16.8
apartment,MA,Nordeste,São Luís,Região Periférica,FipeZAP,8627.0,63,2,2,20,1,6.5,530.31,36,20.31
house,MT,Centro-Oeste,Cuiabá,Área Nobre,FipeZAP,6931.0,162,4,4,0,2,9.6,939.55,24,2.68
apartment,RN,Nordeste,Natal,Área Nobre,FipeZAP,6334.0,189,3,2,14,2,9.1,2040.17,30,4.29
apartment,RN,Nordeste,Natal,Região Periférica,FipeZAP,6334.0,42,1,2,35,1,6.8,617.03,36,23.0
house,SP,Sudeste,São Paulo,Zona Sul,FipeZAP,12019.0,185,5,5,0,1,9.7,488.59,0,10.22
apartment,RO,Norte,Porto Velho,Zona Oeste,estimated_regional_proxy,5600.0,56,2,1,34,1,6.1,689.01,27,8.32
apartment,MS,Centro-Oeste,Campo Grande,Região Periférica,FipeZAP,6839.0,132,4,3,28,2,5.7,872.22,14,11.42
apartment,PB,Nordeste,João Pessoa,Região Periférica,FipeZAP,8081.0,140,2,2,15,1,5.1,802.39,36,19.94
house,CE,Nordeste,Fortaleza,Região Periférica,FipeZAP,9350.0,155,3,3,0,2,5.2,671.44,25,24.94
apartment,SC,Sul,Florianópolis,Região Comercial,FipeZAP,13208.0,165,5,5,1,0,8.1,2256.25,31,2.39
apartment,DF,Centro-Oeste,Brasília,Zona Leste,FipeZAP,10090.0,112,3,3,14,1,5.7,696.97,18,14.66
apartment,PR,Sul,Curitiba,Região Comercial,FipeZAP,11694.0,40,1,1,5,0,8.8,523.61,13,1.14
house,SE,Nordeste,Aracaju,Centro,FipeZAP,5529.0,150,3,2,0,2,7.9,641.84,3,3.29
apartment,AM,Norte,Manaus,Zona Leste,FipeZAP,7513.0,30,1,1,33,0,5.4,240.43,0,9.26
apartment,ES,Sudeste,Vitória,Zona Leste,FipeZAP,14818.0,155,4,3,17,1,6.7,1158.88,15,11.99
apartment,BA,Nordeste,Salvador,Zona Norte,FipeZAP,8385.0,118,2,3,33,1,6.3,1210.48,6,6.12
apartment,AM,Norte,Manaus,Área Universitária,FipeZAP,7513.0,174,3,4,5,1,7.5,1373.79,31,12.76
house,PR,Sul,Curitiba,Área Nobre,FipeZAP,11694.0,154,4,5,0,2,9.0,488.9,9,4.66
apartment,AM,Norte,Manaus,Zona Leste,FipeZAP,7513.0,92,2,2,18,1,5.1,1214.09,28,16.77
apartment,RR,Norte,Boa Vista,Região Comercial,estimated_regional_proxy,5300.0,62,1,1,10,2,7.9,665.92,16,8.35
apartment,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,32,1,2,2,2,8.5,533.36,34,6.67
house,CE,Nordeste,Fortaleza,Região Residencial,FipeZAP,9350.0,68,2,3,0,1,6.5,311.87,14,14.31
apartment,SC,Sul,Florianópolis,Região Residencial,FipeZAP,13208.0,199,3,2,8,0,6.6,2421.34,10,7.91
house,GO,Centro-Oeste,Goiânia,Zona Norte,FipeZAP,8226.0,171,4,5,0,3,6.5,922.13,19,9.15
apartment,PA,Norte,Belém,Centro,FipeZAP,8882.0,43,1,1,21,2,8.1,590.79,8,2.08
apartment,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,211,4,3,33,1,8.7,1498.66,6,5.33
apartment,RJ,Sudeste,Rio de Janeiro,Região Residencial,FipeZAP,10939.0,52,3,3,29,2,7.3,721.91,5,11.12
apartment,TO,Norte,Palmas,Região Comercial,estimated_regional_proxy,5900.0,86,3,4,1,2,7.7,1265.63,36,2.41
apartment,MS,Centro-Oeste,Campo Grande,Região Periférica,FipeZAP,6839.0,178,3,4,25,1,6.7,1467.53,26,17.12
house,MA,Nordeste,São Luís,Zona Sul,FipeZAP,8627.0,257,4,5,0,1,7.6,805.69,8,11.43
house,SC,Sul,Florianópolis,Região Comercial,FipeZAP,13208.0,156,3,2,0,2,8.2,596.03,15,1.86
apartment,RO,Norte,Porto Velho,Região Residencial,estimated_regional_proxy,5600.0,186,4,4,5,2,8.3,2473.09,4,5.94
house,PR,Sul,Curitiba,Região Comercial,FipeZAP,11694.0,90,2,1,0,1,8.3,547.07,30,8.44
apartment,PB,Nordeste,João Pessoa,Zona Oeste,FipeZAP,8081.0,206,4,4,30,1,6.2,1339.34,1,16.38
apartment,PA,Norte,Belém,Zona Leste,FipeZAP,8882.0,139,3,3,12,1,6.6,1336.34,20,20.76
apartment,AP,Norte,Macapá,Centro,estimated_regional_proxy,5400.0,203,4,5,24,0,7.8,1509.51,5,0.77
apartment,SC,Sul,Florianópolis,Zona Sul,FipeZAP,13208.0,167,4,4,14,2,7.6,1371.09,17,8.92
apartment,RR,Norte,Boa Vista,Zona Norte,estimated_regional_proxy,5300.0,38,1,2,31,2,6.4,735.52,5,10.25
house,PI,Nordeste,Teresina,Zona Oeste,FipeZAP,5857.0,268,5,4,0,3,6.1,1057.48,17,17.73
apartment,GO,Centro-Oeste,Goiânia,Região Comercial,FipeZAP,8226.0,201,4,3,1,2,8.6,2101.87,34,7.7
house,PA,Norte,Belém,Centro,FipeZAP,8882.0,252,4,3,0,1,7.3,1081.55,19,0.84
apartment,PI,Nordeste,Teresina,Região Periférica,FipeZAP,5857.0,101,4,4,7,0,6.3,805.24,33,23.49
apartment,ES,Sudeste,Vitória,Área Nobre,FipeZAP,14818.0,87,2,2,33,2,9.1,1310.34,2,2.51
apartment,SE,Nordeste,Aracaju,Zona Leste,FipeZAP,5529.0,75,2,3,32,1,6.7,709.91,37,17.45
apartment,MT,Centro-Oeste,Cuiabá,Região Comercial,FipeZAP,6931.0,59,2,1,27,1,7.8,617.01,16,4.02
apartment,RS,Sul,Porto Alegre,Área Universitária,FipeZAP,7579.0,108,3,2,17,0,7.1,771.39,25,13.45
apartment,PR,Sul,Curitiba,Área Nobre,FipeZAP,11694.0,121,3,2,10,1,9.9,2180.74,33,4.0
apartment,AL,Nordeste,Maceió,Região Residencial,FipeZAP,9908.0,94,2,1,15,1,8.1,967.52,29,9.42
apartment,MT,Centro-Oeste,Cuiabá,Zona Oeste,FipeZAP,6931.0,175,3,4,23,1,7.3,1545.03,16,13.73
apartment,CE,Nordeste,Fortaleza,Zona Leste,FipeZAP,9350.0,48,3,4,14,3,7.0,557.73,40,10.34
apartment,SC,Sul,Florianópolis,Região Periférica,FipeZAP,13208.0,205,5,5,7,2,5.8,1172.44,1,19.6
apartment,SP,Sudeste,São Paulo,Região Periférica,FipeZAP,12019.0,194,4,4,17,1,4.8,1952.43,5,10.18
apartment,AC,Norte,Rio Branco,Zona Oeste,estimated_regional_proxy,5200.0,194,4,3,25,1,6.0,1772.57,28,16.7
house,MA,Nordeste,São Luís,Área Universitária,FipeZAP,8627.0,234,4,4,0,2,7.1,1252.67,3,7.22
apartment,GO,Centro-Oeste,Goiânia,Zona Oeste,FipeZAP,8226.0,212,4,4,14,1,7.4,2016.67,15,5.07
house,PR,Sul,Curitiba,Zona Norte,FipeZAP,11694.0,306,5,4,0,3,7.1,820.78,37,9.11
house,TO,Norte,Palmas,Área Universitária,estimated_regional_proxy,5900.0,127,3,3,0,4,8.2,760.51,28,3.93
apartment,GO,Centro-Oeste,Goiânia,Região Residencial,FipeZAP,8226.0,165,3,3,7,0,6.9,1944.77,11,3.78
apartment,RS,Sul,Porto Alegre,Zona Norte,FipeZAP,7579.0,95,3,3,29,1,6.1,1144.39,32,13.46
house,MG,Sudeste,Belo Horizonte,Região Periférica,FipeZAP,10663.0,117,3,4,0,1,6.6,245.3,39,12.65
apartment,PE,Nordeste,Recife,Zona Leste,FipeZAP,8615.0,51,1,1,31,0,5.8,411.72,20,18.92
apartment,SC,Sul,Florianópolis,Zona Leste,FipeZAP,13208.0,135,3,2,0,2,7.8,1200.99,23,17.24
apartment,TO,Norte,Palmas,Região Periférica,estimated_regional_proxy,5900.0,121,3,4,31,0,6.7,721.76,31,10.61
apartment,RJ,Sudeste,Rio de Janeiro,Centro,FipeZAP,10939.0,211,3,4,4,2,8.4,1325.08,39,0.95
apartment,MT,Centro-Oeste,Cuiabá,Área Universitária,FipeZAP,6931.0,214,3,3,25,1,6.9,2885.24,5,6.19
house,RJ,Sudeste,Rio de Janeiro,Zona Sul,FipeZAP,10939.0,288,4,4,0,2,7.8,959.73,24,9.69
house,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,231,4,3,0,0,8.3,790.68,2,2.5
apartment,MS,Centro-Oeste,Campo Grande,Zona Sul,FipeZAP,6839.0,213,3,2,27,0,9.3,2685.23,10,2.14
apartment,MS,Centro-Oeste,Campo Grande,Zona Oeste,FipeZAP,6839.0,172,3,2,25,1,8.2,2250.68,7,19.56
apartment,TO,Norte,Palmas,Centro,estimated_regional_proxy,5900.0,51,2,3,14,0,9.2,351.63,0,3.6
apartment,PE,Nordeste,Recife,Zona Sul,FipeZAP,8615.0,196,3,4,19,3,9.6,1870.59,15,7.64
house,RO,Norte,Porto Velho,Zona Leste,estimated_regional_proxy,5600.0,152,3,4,0,2,6.2,648.09,3,5.14
apartment,MS,Centro-Oeste,Campo Grande,Região Periférica,FipeZAP,6839.0,173,3,3,1,2,6.6,1085.1,11,18.18
apartment,MG,Sudeste,Belo Horizonte,Zona Sul,FipeZAP,10663.0,56,2,1,4,2,9.5,880.47,26,7.68
apartment,RN,Nordeste,Natal,Região Comercial,FipeZAP,6334.0,203,3,4,4,0,7.6,1669.73,34,5.46
apartment,AP,Norte,Macapá,Zona Norte,estimated_regional_proxy,5400.0,42,1,2,0,2,5.5,342.46,12,9.38
apartment,MS,Centro-Oeste,Campo Grande,Zona Norte,FipeZAP,6839.0,105,2,3,2,1,7.1,955.41,20,17.18
house,RS,Sul,Porto Alegre,Área Nobre,FipeZAP,7579.0,221,3,3,0,3,8.6,1371.5,33,6.96
apartment,DF,Centro-Oeste,Brasília,Zona Norte,FipeZAP,10090.0,92,2,1,35,2,6.8,1395.92,11,17.34
apartment,TO,Norte,Palmas,Área Nobre,estimated_regional_proxy,5900.0,63,1,1,8,1,8.7,697.84,29,1.98
apartment,SC,Sul,Florianópolis,Região Residencial,FipeZAP,13208.0,172,5,5,25,1,8.5,2248.5,30,9.84
apartment,RN,Nordeste,Natal,Região Residencial,FipeZAP,6334.0,75,2,1,9,0,8.0,596.11,37,5.08
apartment,CE,Nordeste,Fortaleza,Zona Sul,FipeZAP,9350.0,209,4,3,23,1,9.0,2330.34,39,11.76
apartment,RN,Nordeste,Natal,Região Periférica,FipeZAP,6334.0,117,3,4,14,0,6.3,723.69,8,19.96
apartment,MA,Nordeste,São Luís,Zona Leste,FipeZAP,8627.0,38,1,1,9,1,7.7,348.33,29,11.9
apartment,MA,Nordeste,São Luís,Região Residencial,FipeZAP,8627.0,61,3,2,1,0,6.9,541.24,35,6.25
house,SC,Sul,Florianópolis,Região Periférica,FipeZAP,13208.0,253,5,5,0,2,5.7,427.27,19,10.24
house,RJ,Sudeste,Rio de Janeiro,Área Nobre,FipeZAP,10939.0,244,4,5,0,2,9.5,1007.2,40,1.62
apartment,SC,Sul,Florianópolis,Zona Norte,FipeZAP,13208.0,34,1,2,19,0,5.7,351.67,3,15.01
apartment,AL,Nordeste,Maceió,Região Residencial,FipeZAP,9908.0,89,2,2,30,0,6.1,1056.95,25,11.95
apartment,AP,Norte,Macapá,Área Nobre,estimated_regional_proxy,5400.0,211,3,4,1,1,9.7,1727.73,36,2.28
apartment,AC,Norte,Rio Branco,Região Residencial,estimated_regional_proxy,5200.0,219,4,3,9,0,8.0,2398.44,14,15.71
house,AP,Norte,Macapá,Região Periférica,estimated_regional_proxy,5400.0,180,4,4,0,2,4.5,795.68,27,16.1
apartment,BA,Nordeste,Salvador,Região Periférica,FipeZAP,8385.0,40,1,2,5,2,6.7,344.91,15,17.5
apartment,SP,Sudeste,São Paulo,Centro,FipeZAP,12019.0,96,3,2,33,1,7.4,980.7,23,3.78
apartment,MT,Centro-Oeste,Cuiabá,Zona Sul,FipeZAP,6931.0,179,3,3,29,1,9.2,1981.37,17,9.76
apartment,AL,Nordeste,Maceió,Área Nobre,FipeZAP,9908.0,218,4,5,15,0,8.7,2081.05,4,6.38
apartment,MS,Centro-Oeste,Campo Grande,Zona Norte,FipeZAP,6839.0,198,4,3,27,0,5.9,2121.06,13,11.11
house,SE,Nordeste,Aracaju,Zona Sul,FipeZAP,5529.0,312,3,3,0,2,8.7,1838.75,32,6.49
apartment,PI,Nordeste,Teresina,Zona Norte,FipeZAP,5857.0,137,4,5,10,1,7.5,1186.26,1,8.38
house,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,61,2,2,0,1,7.2,235.47,5,6.45
house,PR,Sul,Curitiba,Área Nobre,FipeZAP,11694.0,211,3,2,0,1,8.5,1080.82,35,4.78
apartment,MG,Sudeste,Belo Horizonte,Região Comercial,FipeZAP,10663.0,88,3,2,15,0,7.6,1043.74,22,8.51
apartment,PR,Sul,Curitiba,Região Periférica,FipeZAP,11694.0,128,3,2,34,1,4.3,730.2,12,15.02
apartment,BA,Nordeste,Salvador,Área Universitária,FipeZAP,8385.0,154,4,3,27,0,8.2,1470.55,9,2.61
apartment,RN,Nordeste,Natal,Região Periférica,FipeZAP,6334.0,46,2,1,34,1,5.1,410.11,26,13.38
apartment,PR,Sul,Curitiba,Região Residencial,FipeZAP,11694.0,60,2,1,27,1,7.3,898.97,5,12.82
house,PR,Sul,Curitiba,Zona Oeste,FipeZAP,11694.0,202,4,3,0,1,7.6,980.58,36,19.3
apartment,AL,Nordeste,Maceió,Zona Norte,FipeZAP,9908.0,141,3,2,5,0,6.5,1546.86,3,6.66
house,BA,Nordeste,Salvador,Zona Sul,FipeZAP,8385.0,154,3,2,0,4,8.8,998.74,5,5.42
apartment,RN,Nordeste,Natal,Área Nobre,FipeZAP,6334.0,177,3,3,16,1,9.9,2952.1,33,1.36
apartment,RN,Nordeste,Natal,Região Periférica,FipeZAP,6334.0,189,3,3,30,1,6.0,1679.04,16,23.68
apartment,MA,Nordeste,São Luís,Zona Oeste,FipeZAP,8627.0,133,4,5,30,0,7.6,1808.05,30,7.71
apartment,AL,Nordeste,Maceió,Região Periférica,FipeZAP,9908.0,214,3,4,29,1,5.6,1991.68,33,16.2
apartment,PE,Nordeste,Recife,Área Universitária,FipeZAP,8615.0,54,2,1,20,2,7.8,678.8,26,4.37
apartment,RS,Sul,Porto Alegre,Zona Oeste,FipeZAP,7579.0,84,3,2,9,2,6.3,786.98,16,9.94
apartment,DF,Centro-Oeste,Brasília,Zona Norte,FipeZAP,10090.0,73,2,2,23,1,7.9,959.4,12,4.32
apartment,MG,Sudeste,Belo Horizonte,Área Universitária,FipeZAP,10663.0,31,1,1,9,3,8.7,772.83,11,4.38
apartment,RS,Sul,Porto Alegre,Zona Leste,FipeZAP,7579.0,146,4,3,25,1,5.4,1001.36,19,16.36
apartment,AL,Nordeste,Maceió,Região Residencial,FipeZAP,9908.0,100,3,4,25,1,7.9,1008.21,13,11.49
house,PR,Sul,Curitiba,Região Comercial,FipeZAP,11694.0,99,2,1,0,1,8.5,446.26,28,4.9
apartment,ES,Sudeste,Vitória,Região Periférica,FipeZAP,14818.0,64,2,2,2,0,4.7,504.82,36,26.28
apartment,PE,Nordeste,Recife,Região Comercial,FipeZAP,8615.0,209,5,5,9,1,7.0,1299.58,39,5.49
house,ES,Sudeste,Vitória,Área Nobre,FipeZAP,14818.0,132,3,4,0,0,9.1,648.01,10,2.12
apartment,RS,Sul,Porto Alegre,Área Nobre,FipeZAP,7579.0,159,4,5,8,1,9.6,1711.91,27,2.18
apartment,PR,Sul,Curitiba,Zona Norte,FipeZAP,11694.0,58,2,1,7,0,6.7,467.89,11,8.59
house,PB,Nordeste,João Pessoa,Área Nobre,FipeZAP,8081.0,264,5,4,0,2,9.7,1018.41,28,0.72
apartment,SP,Sudeste,São Paulo,Zona Sul,FipeZAP,12019.0,103,3,2,22,0,9.1,1492.51,37,9.39
house,CE,Nordeste,Fortaleza,Zona Norte,FipeZAP,9350.0,150,3,2,0,3,7.5,783.78,20,12.62
apartment,RS,Sul,Porto Alegre,Área Universitária,FipeZAP,7579.0,93,2,1,2,0,6.9,647.57,15,5.21
house,CE,Nordeste,Fortaleza,Área Universitária,FipeZAP,9350.0,202,3,4,0,2,8.5,563.54,6,4.77
house,GO,Centro-Oeste,Goiânia,Zona Leste,FipeZAP,8226.0,195,4,5,0,1,6.9,394.25,28,16.98
house,AL,Nordeste,Maceió,Região Periférica,FipeZAP,9908.0,72,3,2,0,1,5.0,261.16,13,22.79
apartment,BA,Nordeste,Salvador,Região Periférica,FipeZAP,8385.0,154,4,5,8,2,6.4,1422.14,34,21.08
house,MS,Centro-Oeste,Campo Grande,Região Periférica,FipeZAP,6839.0,113,2,2,0,2,6.1,373.79,35,17.53
house,DF,Centro-Oeste,Brasília,Região Comercial,FipeZAP,10090.0,214,3,3,0,1,6.6,614.47,8,8.87
apartment,AM,Norte,Manaus,Zona Sul,FipeZAP,7513.0,138,2,2,26,1,9.2,2178.36,6,7.61
apartment,MG,Sudeste,Belo Horizonte,Área Universitária,FipeZAP,10663.0,56,2,2,35,1,8.3,1032.03,18,2.83
house,SE,Nordeste,Aracaju,Região Residencial,FipeZAP,5529.0,99,3,4,0,2,7.6,410.6,31,11.42
house,AC,Norte,Rio Branco,Zona Norte,estimated_regional_proxy,5200.0,74,2,2,0,3,7.5,345.47,29,4.62
apartment,MA,Nordeste,São Luís,Região Periférica,FipeZAP,8627.0,31,1,1,5,1,4.4,394.26,25,15.84
house,SC,Sul,Florianópolis,Região Residencial,FipeZAP,13208.0,187,4,3,0,2,8.3,801.7,28,13.78
apartment,CE,Nordeste,Fortaleza,Região Residencial,FipeZAP,9350.0,38,2,1,8,2,7.5,688.88,2,7.07
apartment,ES,Sudeste,Vitória,Zona Norte,FipeZAP,14818.0,44,1,2,3,3,7.7,409.03,16,11.13
house,SC,Sul,Florianópolis,Zona Leste,FipeZAP,13208.0,81,2,3,0,3,6.4,271.23,31,12.64
house,PA,Norte,Belém,Zona Norte,FipeZAP,8882.0,121,2,1,0,3,7.7,754.05,23,5.45
house,RR,Norte,Boa Vista,Região Comercial,estimated_regional_proxy,5300.0,315,5,5,0,0,6.5,940.5,34,9.58
apartment,TO,Norte,Palmas,Centro,estimated_regional_proxy,5900.0,141,5,5,12,1,7.9,1812.18,31,2.35
house,TO,Norte,Palmas,Região Comercial,estimated_regional_proxy,5900.0,318,4,5,0,0,7.4,1313.74,32,4.22
apartment,TO,Norte,Palmas,Zona Oeste,estimated_regional_proxy,5900.0,161,5,4,9,0,6.0,870.03,24,19.74
house,PB,Nordeste,João Pessoa,Centro,FipeZAP,8081.0,227,5,5,0,2,7.7,758.55,29,2.71
apartment,SE,Nordeste,Aracaju,Região Comercial,FipeZAP,5529.0,186,5,5,24,0,8.1,1755.24,32,6.0
apartment,TO,Norte,Palmas,Centro,estimated_regional_proxy,5900.0,64,2,2,34,1,8.7,831.4,32,3.23
house,RS,Sul,Porto Alegre,Zona Sul,FipeZAP,7579.0,159,2,2,0,1,9.5,958.36,0,7.56
apartment,AL,Nordeste,Maceió,Região Residencial,FipeZAP,9908.0,176,3,4,23,0,7.9,1798.74,21,13.15
apartment,RS,Sul,Porto Alegre,Zona Norte,FipeZAP,7579.0,33,1,1,5,1,6.6,536.99,34,8.0
house,PR,Sul,Curitiba,Zona Sul,FipeZAP,11694.0,105,3,3,0,2,7.7,540.27,13,8.46
apartment,SC,Sul,Florianópolis,Zona Oeste,FipeZAP,13208.0,200,3,4,3,1,6.2,1408.15,12,14.79
apartment,CE,Nordeste,Fortaleza,Região Comercial,FipeZAP,9350.0,105,3,4,31,2,7.1,1768.89,6,1.01
apartment,SE,Nordeste,Aracaju,Zona Norte,FipeZAP,5529.0,165,4,3,23,1,5.9,1064.32,3,8.17
apartment,RJ,Sudeste,Rio de Janeiro,Zona Norte,FipeZAP,10939.0,149,5,5,33,1,7.1,1592.36,16,5.33
house,ES,Sudeste,Vitória,Zona Norte,FipeZAP,14818.0,167,4,3,0,2,6.1,818.43,5,14.71
apartment,AC,Norte,Rio Branco,Região Comercial,estimated_regional_proxy,5200.0,179,3,3,17,2,8.0,1491.13,10,1.6
apartment,RS,Sul,Porto Alegre,Zona Leste,FipeZAP,7579.0,45,1,1,3,1,5.7,579.32,8,8.79
apartment,AL,Nordeste,Maceió,Zona Oeste,FipeZAP,9908.0,76,2,1,35,1,8.1,609.26,3,17.0
apartment,RO,Norte,Porto Velho,Zona Leste,estimated_regional_proxy,5600.0,122,3,4,30,3,5.8,1573.47,34,7.7
apartment,TO,Norte,Palmas,Zona Sul,estimated_regional_proxy,5900.0,54,2,2,0,0,7.9,630.41,11,6.9
house,SC,Sul,Florianópolis,Região Comercial,FipeZAP,13208.0,138,3,2,0,1,6.9,336.34,27,1.94
apartment,AL,Nordeste,Maceió,Zona Sul,FipeZAP,9908.0,218,4,5,31,1,8.4,1849.85,4,6.36
apartment,PR,Sul,Curitiba,Zona Sul,FipeZAP,11694.0,191,3,3,23,2,8.2,2193.62,7,9.36
house,PR,Sul,Curitiba,Área Universitária,FipeZAP,11694.0,140,3,3,0,4,8.3,962.28,34,2.72
apartment,RJ,Sudeste,Rio de Janeiro,Região Periférica,FipeZAP,10939.0,39,1,1,32,1,5.0,450.6,20,19.85
house,MA,Nordeste,São Luís,Zona Sul,FipeZAP,8627.0,317,3,3,0,2,8.1,1167.25,31,3.6
apartment,MS,Centro-Oeste,Campo Grande,Zona Leste,FipeZAP,6839.0,169,4,5,35,2,7.8,1127.61,40,6.89
apartment,GO,Centro-Oeste,Goiânia,Região Residencial,FipeZAP,8226.0,156,4,5,21,1,8.7,1231.28,18,14.22
house,MS,Centro-Oeste,Campo Grande,Centro,FipeZAP,6839.0,252,4,3,0,4,7.3,968.74,4,0.79
apartment,GO,Centro-Oeste,Goiânia,Zona Leste,FipeZAP,8226.0,103,2,1,23,0,6.6,588.58,3,16.44
apartment,AL,Nordeste,Maceió,Centro,FipeZAP,9908.0,135,2,1,28,0,7.7,1130.27,40,3.26
apartment,PR,Sul,Curitiba,Centro,FipeZAP,11694.0,138,3,2,8,1,9.1,956.73,1,2.44
apartment,AC,Norte,Rio Branco,Região Residencial,estimated_regional_proxy,5200.0,136,3,2,27,0,6.1,1337.47,16,10.29
house,AL,Nordeste,Maceió,Área Universitária,FipeZAP,9908.0,301,4,3,0,0,8.7,1181.27,1,3.19
house,BA,Nordeste,Salvador,Zona Leste,FipeZAP,8385.0,266,3,3,0,3,6.4,694.4,5,15.89
house,SE,Nordeste,Aracaju,Zona Leste,FipeZAP,5529.0,187,4,3,0,1,5.0,596.05,3,5.48
apartment,MA,Nordeste,São Luís,Área Universitária,FipeZAP,8627.0,162,4,3,4,0,8.2,1529.24,4,11.45
house,GO,Centro-Oeste,Goiânia,Zona Leste,FipeZAP,8226.0,165,3,2,0,1,7.3,484.31,1,12.99
apartment,GO,Centro-Oeste,Goiânia,Região Residencial,FipeZAP,8226.0,64,2,3,25,2,6.0,547.31,26,13.28
apartment,PE,Nordeste,Recife,Centro,FipeZAP,8615.0,184,4,5,2,1,8.9,1913.74,35,1.5
house,PB,Nordeste,João Pessoa,Zona Oeste,FipeZAP,8081.0,288,4,4,0,3,6.8,1318.85,9,19.2
house,AM,Norte,Manaus,Área Nobre,FipeZAP,7513.0,214,4,3,0,4,9.2,1491.79,17,4.35
apartment,PR,Sul,Curitiba,Zona Oeste,FipeZAP,11694.0,183,4,3,21,2,7.2,1201.37,8,10.37
house,TO,Norte,Palmas,Região Residencial,estimated_regional_proxy,5900.0,180,3,3,0,1,8.4,797.22,22,12.4
apartment,MS,Centro-Oeste,Campo Grande,Zona Sul,FipeZAP,6839.0,127,3,4,30,1,8.9,1638.84,11,7.57
apartment,SP,Sudeste,São Paulo,Zona Leste,FipeZAP,12019.0,95,3,3,6,1,5.7,1111.75,32,7.21
house,RO,Norte,Porto Velho,Região Periférica,estimated_regional_proxy,5600.0,242,5,4,0,1,4.2,719.04,34,26.97
apartment,SE,Nordeste,Aracaju,Região Comercial,FipeZAP,5529.0,151,3,2,31,1,8.6,2282.39,26,4.98
apartment,RS,Sul,Porto Alegre,Zona Norte,FipeZAP,7579.0,202,5,4,22,1,5.6,2295.72,26,14.03
apartment,MT,Centro-Oeste,Cuiabá,Zona Sul,FipeZAP,6931.0,67,2,1,31,1,8.7,1110.22,24,2.13
house,MG,Sudeste,Belo Horizonte,Zona Sul,FipeZAP,10663.0,157,4,4,0,3,9.6,854.36,36,2.48
apartment,SE,Nordeste,Aracaju,Zona Leste,FipeZAP,5529.0,85,3,2,22,0,7.1,940.95,38,10.85
apartment,CE,Nordeste,Fortaleza,Zona Norte,FipeZAP,9350.0,152,4,5,5,1,5.5,1591.84,40,16.66
house,MS,Centro-Oeste,Campo Grande,Zona Leste,FipeZAP,6839.0,114,3,4,0,3,5.6,528.56,17,8.52
apartment,RS,Sul,Porto Alegre,Região Periférica,FipeZAP,7579.0,113,3,2,33,1,6.6,1035.41,15,17.71
apartment,BA,Nordeste,Salvador,Região Residencial,FipeZAP,8385.0,91,4,3,28,1,7.9,799.37,31,12.78
house,AC,Norte,Rio Branco,Zona Sul,estimated_regional_proxy,5200.0,76,2,2,0,1,7.5,227.81,30,7.03
apartment,PB,Nordeste,João Pessoa,Região Residencial,FipeZAP,8081.0,213,4,3,18,1,6.1,2524.22,39,9.14
apartment,TO,Norte,Palmas,Área Nobre,estimated_regional_proxy,5900.0,34,1,2,21,1,8.8,773.85,4,6.66
house,MA,Nordeste,São Luís,Zona Norte,FipeZAP,8627.0,133,3,4,0,1,6.1,599.78,0,7.99
house,AC,Norte,Rio Branco,Região Periférica,estimated_regional_proxy,5200.0,303,5,5,0,3,5.3,1180.98,3,18.24
house,PI,Nordeste,Teresina,Centro,FipeZAP,5857.0,183,4,5,0,0,7.8,775.99,21,1.2
