property_type,state,region,city,neighborhood,price_source,base_price_m2,area_m2,bedrooms,bathrooms,floor,parking_spaces,neighborhood_score,condo_fee,age_years,distance_to_center_km,price
apartment,TO,Norte,Palmas,Zona Norte,estimated_regional_proxy,5900.0,33,1,1,35,1,7.6,510.71,12,15.28,300310.05
apartment,AP,Norte,Macapá,Região Periférica,estimated_regional_proxy,5400.0,210,5,4,11,1,5.6,1733.57,4,24.31,1052223.23
apartment,AL,Nordeste,Maceió,Zona Oeste,FipeZAP,9908.0,153,4,4,16,1,6.4,990.38,14,11.36,1623868.26
apartment,SP,Sudeste,São Paulo,Zona Oeste,FipeZAP,12019.0,133,3,2,18,1,8.0,1096.62,40,12.93,1572710.68
apartment,MA,Nordeste,São Luís,Centro,FipeZAP,8627.0,164,3,3,8,2,8.3,2304.65,26,2.0,1801265.77
house,SC,Sul,Florianópolis,Zona Oeste,FipeZAP,13208.0,102,3,4,0,1,7.5,431.63,8,6.25,1473264.97
apartment,PB,Nordeste,João Pessoa,Área Nobre,FipeZAP,8081.0,87,3,3,6,0,9.5,504.57,22,3.8,1164522.04
house,CE,Nordeste,Fortaleza,Região Comercial,FipeZAP,9350.0,90,3,4,0,3,6.6,593.99,32,4.0,1045194.14
apartment,AM,Norte,Manaus,Zona Sul,FipeZAP,7513.0,116,3,2,17,1,8.7,1607.78,37,5.39,1111623.6
apartment,PA,Norte,Belém,Zona Leste,FipeZAP,8882.0,93,2,3,14,2,6.9,886.72,25,14.0,832207.01
house,AL,Nordeste,Maceió,Área Universitária,FipeZAP,9908.0,224,4,3,0,1,6.9,516.07,26,10.08,2253062.12
house,AC,Norte,Rio Branco,Região Periférica,estimated_regional_proxy,5200.0,303,5,5,0,3,5.3,1180.98,3,18.24,1664604.08
apartment,GO,Centro-Oeste,Goiânia,Zona Norte,FipeZAP,8226.0,157,4,4,15,0,5.7,1071.76,25,6.1,1371012.82
apartment,AP,Norte,Macapá,Centro,estimated_regional_proxy,5400.0,31,1,2,31,1,8.5,617.63,34,1.1,286343.33
house,RO,Norte,Porto Velho,Região Residencial,estimated_regional_proxy,5600.0,215,4,3,0,3,8.0,1137.75,31,6.24,1430395.73
house,TO,Norte,Palmas,Região Periférica,estimated_regional_proxy,5900.0,142,2,1,0,3,5.5,671.34,37,11.68,722519.27
apartment,RR,Norte,Boa Vista,Região Comercial,estimated_regional_proxy,5300.0,205,4,3,29,1,6.8,1801.5,31,1.71,1296999.46
apartment,PB,Nordeste,João Pessoa,Zona Norte,FipeZAP,8081.0,188,3,4,7,1,5.6,991.95,20,13.31,1448938.45
apartment,RN,Nordeste,Natal,Zona Leste,FipeZAP,6334.0,207,3,2,13,1,7.9,1858.89,32,14.37,1257812.56
house,AL,Nordeste,Maceió,Zona Sul,FipeZAP,9908.0,170,4,4,0,2,8.7,634.82,18,3.84,2154295.15
house,RO,Norte,Porto Velho,Região Periférica,estimated_regional_proxy,5600.0,243,4,3,0,3,4.4,1058.27,7,13.54,1421377.24
apartment,TO,Norte,Palmas,Zona Oeste,estimated_regional_proxy,5900.0,166,3,4,11,3,6.9,1292.38,19,12.86,1262546.83
apartment,SE,Nordeste,Aracaju,Zona Norte,FipeZAP,5529.0,188,4,5,0,2,6.5,1136.09,28,6.98,1213163.71
apartment,PE,Nordeste,Recife,Área Universitária,FipeZAP,8615.0,131,4,5,15,1,7.7,858.27,5,6.16,1575903.47
house,AC,Norte,Rio Branco,Área Universitária,estimated_regional_proxy,5200.0,206,4,4,0,3,6.5,937.32,8,7.1,1460788.22
apartment,SC,Sul,Florianópolis,Área Universitária,FipeZAP,13208.0,44,1,2,28,0,7.7,771.48,22,12.07,602934.78
apartment,RJ,Sudeste,Rio de Janeiro,Área Universitária,FipeZAP,10939.0,79,1,1,31,2,8.5,652.0,18,10.54,1005839.34
house,MG,Sudeste,Belo Horizonte,Zona Norte,FipeZAP,10663.0,211,3,2,0,2,7.9,605.11,21,12.43,1880781.72
house,PB,Nordeste,João Pessoa,Zona Leste,FipeZAP,8081.0,177,2,1,0,1,6.0,403.88,2,9.99,1417657.16
apartment,AL,Nordeste,Maceió,Região Residencial,FipeZAP,9908.0,126,3,2,28,1,6.1,1064.54,12,8.96,1332767.9
apartment,RO,Norte,Porto Velho,Zona Oeste,estimated_regional_proxy,5600.0,218,3,2,18,2,7.6,1731.02,28,17.09,1341246.26
house,GO,Centro-Oeste,Goiânia,Centro,FipeZAP,8226.0,80,2,3,0,2,8.5,392.95,2,3.37,1094128.67
house,ES,Sudeste,Vitória,Região Residencial,FipeZAP,14818.0,122,3,2,0,3,8.3,671.6,23,6.97,1774532.74
apartment,RJ,Sudeste,Rio de Janeiro,Área Universitária,FipeZAP,10939.0,212,5,5,32,2,7.8,1798.96,32,3.67,2842915.19
apartment,GO,Centro-Oeste,Goiânia,Zona Leste,FipeZAP,8226.0,40,1,2,6,1,7.2,512.12,11,7.21,476433.87
apartment,MG,Sudeste,Belo Horizonte,Região Periférica,FipeZAP,10663.0,197,4,4,18,0,4.5,1988.56,31,11.55,1636069.36
house,RS,Sul,Porto Alegre,Área Universitária,FipeZAP,7579.0,78,2,3,0,3,7.0,527.16,36,2.87,759106.2
apartment,AL,Nordeste,Maceió,Área Nobre,FipeZAP,9908.0,84,4,5,25,1,8.6,868.88,33,4.13,1461073.41
house,RO,Norte,Porto Velho,Zona Norte,estimated_regional_proxy,5600.0,154,2,2,0,1,5.7,720.36,28,13.48,816358.35
house,SC,Sul,Florianópolis,Região Periférica,FipeZAP,13208.0,102,3,2,0,2,6.6,399.82,2,15.92,1087612.52
apartment,SC,Sul,Florianópolis,Região Comercial,FipeZAP,13208.0,35,1,2,0,1,6.5,322.6,40,7.02,469178.31
apartment,RJ,Sudeste,Rio de Janeiro,Zona Sul,FipeZAP,10939.0,36,2,2,14,1,9.7,613.06,10,3.51,717326.39
apartment,RJ,Sudeste,Rio de Janeiro,Centro,FipeZAP,10939.0,109,2,2,9,2,8.7,1589.61,36,1.75,1423086.0
house,MG,Sudeste,Belo Horizonte,Área Nobre,FipeZAP,10663.0,147,3,4,0,3,9.5,998.02,37,2.36,1972422.18
apartment,MA,Nordeste,São Luís,Área Universitária,FipeZAP,8627.0,135,3,4,10,1,8.9,1382.83,29,10.7,1469087.34
apartment,PB,Nordeste,João Pessoa,Zona Norte,FipeZAP,8081.0,99,3,4,24,2,6.4,855.0,6,8.83,1075366.99
apartment,SC,Sul,Florianópolis,Zona Sul,FipeZAP,13208.0,198,4,5,25,2,7.8,1779.99,1,5.81,3382313.39
house,PA,Norte,Belém,Zona Leste,FipeZAP,8882.0,215,4,5,0,3,6.9,1047.38,24,19.39,1823335.98
apartment,PR,Sul,Curitiba,Área Nobre,FipeZAP,11694.0,147,3,2,6,1,8.5,1453.91,23,3.01,2383036.89
apartment,RN,Nordeste,Natal,Centro,FipeZAP,6334.0,190,4,3,17,0,8.4,1037.89,33,1.35,1480626.52
house,RJ,Sudeste,Rio de Janeiro,Região Periférica,FipeZAP,10939.0,116,3,3,0,1,6.1,489.66,39,21.4,817750.22
house,GO,Centro-Oeste,Goiânia,Zona Sul,FipeZAP,8226.0,294,4,4,0,2,9.8,1462.42,12,2.93,3104827.25
apartment,MG,Sudeste,Belo Horizonte,Área Universitária,FipeZAP,10663.0,51,1,1,30,1,7.3,922.77,23,7.73,622346.74
house,AM,Norte,Manaus,Centro,FipeZAP,7513.0,89,3,4,0,1,7.5,207.61,4,3.4,1060947.23
house,RJ,Sudeste,Rio de Janeiro,Região Residencial,FipeZAP,10939.0,254,4,5,0,3,8.7,1016.68,15,15.63,2695685.38
apartment,PI,Nordeste,Teresina,Região Comercial,FipeZAP,5857.0,40,1,1,1,1,8.1,329.01,21,7.79,344389.58
apartment,MA,Nordeste,São Luís,Região Residencial,FipeZAP,8627.0,32,1,1,34,1,7.6,358.01,6,15.91,439012.58
house,ES,Sudeste,Vitória,Região Periférica,FipeZAP,14818.0,110,4,3,0,0,6.1,347.8,18,22.97,1083866.21
house,PR,Sul,Curitiba,Região Comercial,FipeZAP,11694.0,305,3,4,0,1,7.5,895.38,5,1.0,3355849.77
apartment,SP,Sudeste,São Paulo,Região Residencial,FipeZAP,12019.0,82,4,5,2,0,7.5,479.93,35,7.47,1114476.87
apartment,SE,Nordeste,Aracaju,Centro,FipeZAP,5529.0,140,2,1,33,1,7.1,1093.41,35,1.11,887983.16
apartment,AP,Norte,Macapá,Zona Norte,estimated_regional_proxy,5400.0,186,4,4,22,2,7.0,1421.17,12,7.33,1280971.76
apartment,MT,Centro-Oeste,Cuiabá,Zona Norte,FipeZAP,6931.0,168,3,2,3,0,6.2,1720.61,33,6.65,1071357.48
house,MA,Nordeste,São Luís,Zona Norte,FipeZAP,8627.0,236,4,5,0,2,7.8,876.32,26,5.0,2209954.28
house,SP,Sudeste,São Paulo,Centro,FipeZAP,12019.0,262,4,3,0,1,7.4,750.04,30,3.64,3074655.83
apartment,MA,Nordeste,São Luís,Área Nobre,FipeZAP,8627.0,128,4,5,31,2,9.7,2584.13,1,4.64,1963578.08
apartment,PI,Nordeste,Teresina,Região Periférica,FipeZAP,5857.0,118,2,1,6,0,6.2,1062.56,33,16.02,371631.41
apartment,MA,Nordeste,São Luís,Região Residencial,FipeZAP,8627.0,79,2,3,5,1,7.9,965.34,33,4.7,772189.41
apartment,AM,Norte,Manaus,Zona Oeste,FipeZAP,7513.0,180,3,4,15,0,8.3,1411.15,35,10.9,1405920.86
house,AC,Norte,Rio Branco,Centro,estimated_regional_proxy,5200.0,121,3,4,0,2,8.3,560.16,17,2.75,1008885.55
apartment,AM,Norte,Manaus,Área Universitária,FipeZAP,7513.0,81,3,2,2,0,7.4,1093.08,22,10.66,760679.38
apartment,AC,Norte,Rio Branco,Região Residencial,estimated_regional_proxy,5200.0,149,3,2,17,1,8.7,1495.63,32,5.25,869536.65
apartment,MA,Nordeste,São Luís,Região Periférica,FipeZAP,8627.0,160,4,4,27,2,6.4,1866.2,12,12.73,1313830.28
apartment,AP,Norte,Macapá,Zona Norte,estimated_regional_proxy,5400.0,202,3,4,9,1,7.6,1270.55,9,11.86,1364619.54
house,CE,Nordeste,Fortaleza,Centro,FipeZAP,9350.0,110,3,3,0,0,9.0,488.09,29,3.39,1219515.61
apartment,PB,Nordeste,João Pessoa,Região Periférica,FipeZAP,8081.0,91,3,2,7,1,6.5,554.48,18,10.08,679135.07
house,ES,Sudeste,Vitória,Zona Oeste,FipeZAP,14818.0,312,4,5,0,2,5.9,1043.41,27,16.35,3840283.84
apartment,AL,Nordeste,Maceió,Área Nobre,FipeZAP,9908.0,46,2,1,1,1,8.5,489.69,35,1.51,735869.88
apartment,PE,Nordeste,Recife,Área Nobre,FipeZAP,8615.0,84,2,3,20,1,9.9,1124.93,18,0.57,1190465.45
house,RN,Nordeste,Natal,Zona Norte,FipeZAP,6334.0,138,3,2,0,1,7.3,455.45,29,17.01,705355.44
house,CE,Nordeste,Fortaleza,Centro,FipeZAP,9350.0,104,3,2,0,1,9.3,212.83,17,2.83,1198379.74
apartment,PI,Nordeste,Teresina,Centro,FipeZAP,5857.0,44,1,1,10,1,8.6,627.3,4,1.12,566057.82
apartment,MA,Nordeste,São Luís,Região Residencial,FipeZAP,8627.0,138,4,5,4,2,6.0,1015.79,38,14.25,1281453.51
apartment,AM,Norte,Manaus,Área Nobre,FipeZAP,7513.0,166,3,2,1,1,9.1,2287.51,16,1.83,1860836.9
apartment,GO,Centro-Oeste,Goiânia,Zona Leste,FipeZAP,8226.0,108,2,2,13,1,6.8,1219.46,27,20.03,833348.17
apartment,MA,Nordeste,São Luís,Zona Norte,FipeZAP,8627.0,30,1,1,16,1,5.5,341.86,28,10.98,222587.53
apartment,RJ,Sudeste,Rio de Janeiro,Zona Oeste,FipeZAP,10939.0,211,4,3,32,2,6.4,2118.57,26,15.29,2566428.11
apartment,RS,Sul,Porto Alegre,Região Comercial,FipeZAP,7579.0,58,2,1,6,1,7.4,304.83,18,3.33,629213.15
house,RR,Norte,Boa Vista,Região Residencial,estimated_regional_proxy,5300.0,84,2,3,0,3,6.9,364.18,18,4.66,704873.28
apartment,RO,Norte,Porto Velho,Zona Sul,estimated_regional_proxy,5600.0,211,3,2,28,1,9.2,3217.81,31,3.78,1640298.57
house,MS,Centro-Oeste,Campo Grande,Área Universitária,FipeZAP,6839.0,248,4,5,0,3,6.6,1055.39,27,9.01,1784319.65
apartment,BA,Nordeste,Salvador,Zona Sul,FipeZAP,8385.0,108,3,2,28,2,9.0,1277.86,5,5.13,1418379.13
apartment,CE,Nordeste,Fortaleza,Área Universitária,FipeZAP,9350.0,49,3,2,26,2,7.3,512.71,5,3.7,813037.66
house,PE,Nordeste,Recife,Zona Norte,FipeZAP,8615.0,74,2,3,0,3,6.1,470.5,18,11.85,748832.32
apartment,PE,Nordeste,Recife,Área Universitária,FipeZAP,8615.0,166,3,2,4,0,7.3,877.61,17,9.36,1538775.38
apartment,MA,Nordeste,São Luís,Região Residencial,FipeZAP,8627.0,200,5,4,31,1,6.2,2539.61,29,13.31,1778209.88
apartment,RN,Nordeste,Natal,Zona Norte,FipeZAP,6334.0,97,2,3,27,1,5.8,699.26,28,8.18,718113.99
apartment,SP,Sudeste,São Paulo,Zona Sul,FipeZAP,12019.0,93,2,3,23,1,8.6,1095.3,9,2.41,1497059.43
house,RO,Norte,Porto Velho,Zona Oeste,estimated_regional_proxy,5600.0,159,4,5,0,3,8.2,520.8,31,17.72,1089191.19
apartment,RN,Nordeste,Natal,Área Universitária,FipeZAP,6334.0,52,3,2,25,1,7.8,784.26,0,4.59,698880.34
apartment,RN,Nordeste,Natal,Zona Norte,FipeZAP,6334.0,120,3,2,22,1,7.3,925.9,0,10.71,995954.71
apartment,SC,Sul,Florianópolis,Região Comercial,FipeZAP,13208.0,183,4,4,12,0,7.6,1728.94,4,5.14,2906276.23
apartment,DF,Centro-Oeste,Brasília,Região Periférica,FipeZAP,10090.0,117,2,2,28,2,4.7,1250.27,34,26.11,826944.63
apartment,DF,Centro-Oeste,Brasília,Área Universitária,FipeZAP,10090.0,156,3,2,20,1,7.7,2137.88,26,12.2,1623554.84
apartment,SP,Sudeste,São Paulo,Zona Leste,FipeZAP,12019.0,129,4,4,1,2,5.2,1760.83,31,14.12,1567800.24
house,AM,Norte,Manaus,Área Nobre,FipeZAP,7513.0,269,4,4,0,1,9.3,1351.48,17,5.9,2621937.67
house,RS,Sul,Porto Alegre,Zona Norte,FipeZAP,7579.0,126,3,4,0,1,7.0,399.62,14,4.34,1047467.95
house,RN,Nordeste,Natal,Centro,FipeZAP,6334.0,200,3,2,0,3,8.4,878.62,22,2.99,1682481.23
house,AC,Norte,Rio Branco,Área Nobre,estimated_regional_proxy,5200.0,121,3,4,0,0,8.6,484.73,13,4.33,1057191.59
apartment,PE,Nordeste,Recife,Zona Norte,FipeZAP,8615.0,96,3,2,15,0,8.0,608.87,24,10.85,832108.04
apartment,PB,Nordeste,João Pessoa,Área Nobre,FipeZAP,8081.0,146,4,3,4,3,8.6,1399.9,23,4.91,1858449.35
apartment,RR,Norte,Boa Vista,Região Comercial,estimated_regional_proxy,5300.0,145,4,4,33,3,7.2,1249.79,28,3.96,1076924.01
apartment,DF,Centro-Oeste,Brasília,Região Residencial,FipeZAP,10090.0,62,2,1,12,1,7.0,820.09,30,12.08,634633.7
house,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,105,2,3,0,1,6.6,491.17,12,6.04,1291025.24
apartment,PI,Nordeste,Teresina,Zona Oeste,FipeZAP,5857.0,218,4,3,28,0,8.0,2300.13,29,12.44,1456268.74
apartment,GO,Centro-Oeste,Goiânia,Região Comercial,FipeZAP,8226.0,96,2,3,21,2,7.8,1226.62,29,2.58,1060026.38
apartment,AL,Nordeste,Maceió,Zona Sul,FipeZAP,9908.0,190,3,3,24,1,8.7,2844.62,4,5.01,2431190.23
house,SP,Sudeste,São Paulo,Zona Sul,FipeZAP,12019.0,230,4,4,0,1,7.9,1218.34,10,8.56,2971117.23
apartment,PR,Sul,Curitiba,Área Nobre,FipeZAP,11694.0,140,2,2,30,1,9.0,2182.79,15,1.51,2496531.14
apartment,PI,Nordeste,Teresina,Área Nobre,FipeZAP,5857.0,94,3,2,27,2,8.6,981.41,0,2.25,1145807.02
apartment,SP,Sudeste,São Paulo,Área Nobre,FipeZAP,12019.0,129,4,5,11,1,9.5,1435.0,4,6.13,2425070.36
apartment,MA,Nordeste,São Luís,Zona Oeste,FipeZAP,8627.0,90,2,2,16,1,7.7,791.86,22,14.38,811388.86
apartment,CE,Nordeste,Fortaleza,Zona Norte,FipeZAP,9350.0,182,5,5,13,2,5.7,1484.56,19,15.99,1745842.04
apartment,RS,Sul,Porto Alegre,Zona Sul,FipeZAP,7579.0,47,2,2,25,1,8.1,406.33,37,4.99,484692.39
apartment,MA,Nordeste,São Luís,Centro,FipeZAP,8627.0,216,5,4,3,3,7.4,2739.28,12,2.95,2478622.96
house,RN,Nordeste,Natal,Área Nobre,FipeZAP,6334.0,76,2,2,0,3,9.9,685.95,39,0.65,747138.71
apartment,RN,Nordeste,Natal,Região Residencial,FipeZAP,6334.0,208,4,5,25,0,7.4,2505.42,32,9.39,1440920.82
apartment,RJ,Sudeste,Rio de Janeiro,Área Nobre,FipeZAP,10939.0,140,3,2,21,2,9.1,1539.45,18,5.23,2193408.34
house,RN,Nordeste,Natal,Área Nobre,FipeZAP,6334.0,68,3,2,0,2,9.9,492.27,20,3.14,786071.21
apartment,TO,Norte,Palmas,Região Residencial,estimated_regional_proxy,5900.0,97,2,3,35,0,8.1,1305.08,29,11.29,712503.1
house,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,168,3,4,0,3,7.2,709.97,9,2.27,1960579.84
apartment,RS,Sul,Porto Alegre,Região Comercial,FipeZAP,7579.0,87,3,3,12,0,7.6,700.98,37,2.64,734628.15
apartment,SP,Sudeste,São Paulo,Área Nobre,FipeZAP,12019.0,115,3,2,16,0,8.7,1064.83,13,1.2,1930283.31
apartment,TO,Norte,Palmas,Zona Norte,estimated_regional_proxy,5900.0,167,5,4,1,1,5.6,1774.3,27,12.22,1059030.18
house,MS,Centro-Oeste,Campo Grande,Zona Oeste,FipeZAP,6839.0,82,3,2,0,1,6.6,471.85,20,17.56,630143.9
house,MS,Centro-Oeste,Campo Grande,Região Residencial,FipeZAP,6839.0,202,4,5,0,0,7.5,725.11,4,13.02,1745377.21
house,SC,Sul,Florianópolis,Zona Sul,FipeZAP,13208.0,97,2,3,0,2,8.1,518.71,31,8.87,1401175.04
apartment,SE,Nordeste,Aracaju,Zona Leste,FipeZAP,5529.0,41,1,1,31,0,5.5,662.96,28,8.38,173299.73
apartment,AP,Norte,Macapá,Zona Sul,estimated_regional_proxy,5400.0,57,3,3,33,1,7.9,1026.62,19,8.81,594662.33
apartment,AC,Norte,Rio Branco,Área Universitária,estimated_regional_proxy,5200.0,171,4,5,28,0,6.6,1074.06,37,12.12,984568.84
apartment,PA,Norte,Belém,Região Residencial,FipeZAP,8882.0,166,4,3,32,2,6.7,1430.21,4,12.87,1699111.96
apartment,AL,Nordeste,Maceió,Zona Norte,FipeZAP,9908.0,204,5,5,9,1,5.9,1732.43,8,13.48,2018618.0
house,MS,Centro-Oeste,Campo Grande,Região Periférica,FipeZAP,6839.0,93,2,2,0,1,5.7,384.22,39,26.62,338206.06
apartment,PR,Sul,Curitiba,Região Comercial,FipeZAP,11694.0,50,3,4,0,1,8.1,362.84,15,3.38,955049.89
apartment,BA,Nordeste,Salvador,Zona Norte,FipeZAP,8385.0,85,4,5,8,1,7.9,898.94,19,11.74,968274.16
apartment,TO,Norte,Palmas,Centro,estimated_regional_proxy,5900.0,89,2,3,1,1,8.0,1366.42,6,3.12,825826.26
apartment,TO,Norte,Palmas,Centro,estimated_regional_proxy,5900.0,209,3,2,0,1,8.3,2484.11,4,1.53,1714235.85
apartment,AM,Norte,Manaus,Área Universitária,FipeZAP,7513.0,109,3,2,26,2,6.8,961.16,16,8.49,1094475.44
house,AC,Norte,Rio Branco,Região Residencial,estimated_regional_proxy,5200.0,198,4,3,0,4,6.9,777.19,1,8.22,1493151.57
apartment,TO,Norte,Palmas,Região Comercial,estimated_regional_proxy,5900.0,51,3,2,20,1,7.7,493.4,24,7.19,500793.33
apartment,PR,Sul,Curitiba,Área Nobre,FipeZAP,11694.0,66,2,1,8,1,9.5,1199.74,30,5.71,1036517.25
house,MS,Centro-Oeste,Campo Grande,Zona Leste,FipeZAP,6839.0,196,5,5,0,1,6.5,349.16,9,21.39,1411590.36
apartment,GO,Centro-Oeste,Goiânia,Região Periférica,FipeZAP,8226.0,136,4,5,3,1,6.3,1352.95,28,19.59,899747.67
apartment,MT,Centro-Oeste,Cuiabá,Região Residencial,FipeZAP,6931.0,212,4,3,10,2,8.7,1512.68,26,15.05,1683103.21
house,AP,Norte,Macapá,Área Nobre,estimated_regional_proxy,5400.0,315,5,4,0,0,8.9,1169.79,32,4.62,2370382.94
house,CE,Nordeste,Fortaleza,Região Comercial,FipeZAP,9350.0,181,4,3,0,3,6.8,590.21,15,1.33,2007168.45
house,PB,Nordeste,João Pessoa,Zona Leste,FipeZAP,8081.0,313,5,5,0,3,5.2,897.23,9,11.81,2329884.36
apartment,RN,Nordeste,Natal,Zona Sul,FipeZAP,6334.0,76,2,3,34,2,9.4,1100.1,28,2.17,872968.96
house,ES,Sudeste,Vitória,Zona Sul,FipeZAP,14818.0,295,4,3,0,3,9.7,1713.21,12,3.7,5172815.94
apartment,MG,Sudeste,Belo Horizonte,Zona Leste,FipeZAP,10663.0,66,3,3,29,0,8.0,954.27,15,11.68,792712.52
apartment,SC,Sul,Florianópolis,Zona Norte,FipeZAP,13208.0,180,4,5,11,1,5.7,2050.34,8,8.26,2551247.95
apartment,PR,Sul,Curitiba,Região Periférica,FipeZAP,11694.0,59,1,1,9,0,6.2,481.92,24,18.21,407862.51
house,MG,Sudeste,Belo Horizonte,Área Nobre,FipeZAP,10663.0,158,4,5,0,2,9.1,1018.42,8,2.8,2185212.29
apartment,SP,Sudeste,São Paulo,Região Periférica,FipeZAP,12019.0,201,5,4,35,1,5.4,1771.56,16,17.37,2086911.9
apartment,PA,Norte,Belém,Área Nobre,FipeZAP,8882.0,104,2,1,26,1,9.2,1410.18,8,2.89,1510999.96
apartment,PI,Nordeste,Teresina,Centro,FipeZAP,5857.0,119,3,2,26,2,8.7,1380.63,30,1.11,1031469.65
apartment,SP,Sudeste,São Paulo,Área Universitária,FipeZAP,12019.0,183,5,5,0,0,8.9,1014.24,33,3.71,2355807.66
house,AP,Norte,Macapá,Região Residencial,estimated_regional_proxy,5400.0,278,4,3,0,1,8.5,1233.27,30,14.59,1726656.5
apartment,PR,Sul,Curitiba,Zona Sul,FipeZAP,11694.0,58,3,3,1,1,7.7,422.22,36,11.95,830850.85
apartment,SE,Nordeste,Aracaju,Região Periférica,FipeZAP,5529.0,163,3,2,20,0,7.0,1487.91,40,25.06,552748.76
house,MT,Centro-Oeste,Cuiabá,Área Universitária,FipeZAP,6931.0,274,4,4,0,2,8.2,683.35,30,6.52,1838696.01
apartment,PB,Nordeste,João Pessoa,Zona Norte,FipeZAP,8081.0,111,4,5,21,0,5.6,1232.56,4,6.33,1137941.44
apartment,DF,Centro-Oeste,Brasília,Área Universitária,FipeZAP,10090.0,65,1,1,15,1,6.7,520.68,25,11.62,684914.12
apartment,PB,Nordeste,João Pessoa,Zona Oeste,FipeZAP,8081.0,67,3,2,33,1,7.0,672.79,30,6.54,625559.8
apartment,DF,Centro-Oeste,Brasília,Região Comercial,FipeZAP,10090.0,99,2,3,19,0,6.6,1135.78,11,5.31,1195323.18
apartment,AM,Norte,Manaus,Área Nobre,FipeZAP,7513.0,180,3,4,14,1,9.5,2668.33,32,4.73,2018905.39
apartment,GO,Centro-Oeste,Goiânia,Zona Oeste,FipeZAP,8226.0,69,3,3,13,3,7.8,1141.03,21,7.35,779721.97
apartment,SP,Sudeste,São Paulo,Zona Oeste,FipeZAP,12019.0,97,2,1,3,1,7.8,1083.01,13,18.91,1180116.96
house,TO,Norte,Palmas,Zona Sul,estimated_regional_proxy,5900.0,181,3,4,0,3,9.2,843.43,4,2.3,1602098.99
house,GO,Centro-Oeste,Goiânia,Zona Oeste,FipeZAP,8226.0,173,2,2,0,1,6.7,559.93,31,11.51,1218594.59
apartment,PI,Nordeste,Teresina,Área Nobre,FipeZAP,5857.0,52,1,1,31,3,9.9,1267.29,36,4.63,545120.69
apartment,TO,Norte,Palmas,Centro,estimated_regional_proxy,5900.0,124,3,4,30,1,8.7,1116.07,20,3.39,1068185.46
apartment,PE,Nordeste,Recife,Zona Norte,FipeZAP,8615.0,64,3,3,10,1,6.0,584.43,18,17.83,625300.37
house,SE,Nordeste,Aracaju,Região Residencial,FipeZAP,5529.0,121,3,4,0,1,8.5,407.13,28,6.59,792607.37
house,RR,Norte,Boa Vista,Região Comercial,estimated_regional_proxy,5300.0,314,4,3,0,3,8.0,1546.76,37,3.57,1994290.44
apartment,AP,Norte,Macapá,Região Residencial,estimated_regional_proxy,5400.0,168,3,2,31,2,7.0,2564.24,2,13.46,1209592.39
apartment,PB,Nordeste,João Pessoa,Área Nobre,FipeZAP,8081.0,140,2,3,17,1,9.9,1496.8,4,3.14,1925468.48
apartment,MS,Centro-Oeste,Campo Grande,Zona Oeste,FipeZAP,6839.0,48,2,2,25,0,7.0,648.01,0,7.94,564369.17
house,SC,Sul,Florianópolis,Área Nobre,FipeZAP,13208.0,250,4,4,0,0,8.9,632.12,19,5.57,3642996.44
house,SP,Sudeste,São Paulo,Região Residencial,FipeZAP,12019.0,239,4,3,0,2,7.8,803.95,37,8.74,2436878.97
apartment,SC,Sul,Florianópolis,Zona Sul,FipeZAP,13208.0,60,3,4,7,1,7.7,666.82,19,11.04,1087351.98
house,MA,Nordeste,São Luís,Área Nobre,FipeZAP,8627.0,138,3,2,0,1,9.9,867.92,11,0.88,1759463.99
apartment,AM,Norte,Manaus,Região Residencial,FipeZAP,7513.0,38,1,1,15,0,8.2,336.23,1,8.56,448159.08
apartment,MS,Centro-Oeste,Campo Grande,Zona Norte,FipeZAP,6839.0,66,2,1,30,3,6.5,1057.91,35,13.02,511482.29
house,PR,Sul,Curitiba,Centro,FipeZAP,11694.0,286,5,5,0,2,8.4,1132.68,21,1.42,3375558.48
house,RS,Sul,Porto Alegre,Região Periférica,FipeZAP,7579.0,131,2,2,0,3,4.2,377.43,30,11.72,782056.43
apartment,AP,Norte,Macapá,Zona Oeste,estimated_regional_proxy,5400.0,121,3,4,17,0,7.2,1275.29,21,8.68,802690.39
apartment,PI,Nordeste,Teresina,Área Nobre,FipeZAP,5857.0,74,1,1,22,1,9.6,1265.31,22,6.28,762089.43
apartment,AC,Norte,Rio Branco,Região Residencial,estimated_regional_proxy,5200.0,194,3,4,3,2,6.9,1387.67,21,8.68,1303158.96
apartment,RN,Nordeste,Natal,Zona Sul,FipeZAP,6334.0,107,4,3,11,3,8.8,1893.3,23,9.0,1048591.43
apartment,RN,Nordeste,Natal,Região Periférica,FipeZAP,6334.0,86,2,3,33,1,5.7,791.82,24,19.18,460605.56
house,MS,Centro-Oeste,Campo Grande,Área Universitária,FipeZAP,6839.0,123,3,2,0,2,8.0,436.37,34,3.6,1008953.71
house,RJ,Sudeste,Rio de Janeiro,Zona Oeste,FipeZAP,10939.0,295,5,5,0,1,6.1,862.0,27,10.45,2912268.34
house,SC,Sul,Florianópolis,Zona Leste,FipeZAP,13208.0,230,5,5,0,1,7.7,767.84,22,10.3,2708088.21
apartment,SP,Sudeste,São Paulo,Zona Oeste,FipeZAP,12019.0,78,2,3,23,0,7.2,1053.6,2,16.66,1126099.63
